_id,deviceId,ts,hour,minute,sound.avg,sound.max,sound.last,sound_range,sound_stability,soundHist.QUIET,soundHist.LIGHT_ACTIVITY,soundHist.RESTLESS,soundHist.CRYING,hist_total,hist_quiet_ratio,hist_la_ratio,hist_rest_ratio,hist_cry_ratio,temp.avg,temp.min,temp.max,humidity.avg,humidity.min,humidity.max,light.avg,light.last,comfort.avg,comfort.last,comfort_computed,motion.samplesActive,motion.durationMs,motion_active_ratio,motion_active,hour_sin,hour_cos,sampleCount,sound.event,label_encoded
synthetic_007987,ESP32_GREENHOUSE_01,2026-04-03 18:33:00+00:00,18,33,295.9,702.4,445.6,406.5,0.42067102644299115,4,2,7,2,15,0.25,0.125,0.4375,0.125,33.52,33.2,34.0,53.17,52.9,54.8,363.4,377.1,52.1,45.2,51.4,2,262,0.13333333333333333,1,-1.0,-1.8369701987210297e-16,14,CRYING,3
synthetic_009432,ESP32_GREENHOUSE_01,2026-04-04 06:35:30+00:00,6,35,668.6,668.6,615.1,0.0,0.9985065710872163,1,0,2,12,15,0.0625,0.0,0.125,0.75,32.71,32.2,33.1,58.12,57.1,58.4,0.0,0.0,32.5,36.1,33.8,0,116,0.0,0,1.0,6.123233995736766e-17,15,CRYING,3
synthetic_001820,ESP32_GREENHOUSE_01,2026-04-01 15:09:30+00:00,15,9,81.1,112.9,63.4,31.80000000000001,0.7120280948200175,14,0,1,0,15,0.875,0.0,0.0625,0.0,32.94,32.5,33.2,51.45,51.0,52.9,408.1,403.3,61.1,64.0,60.9,0,17,0.0,0,-0.7071067811865471,-0.7071067811865479,14,QUIET,0
synthetic_009592,ESP32_GREENHOUSE_01,2026-04-04 07:55:30+00:00,7,55,746.1,746.1,622.9,0.0,0.9986614910989158,0,2,2,11,15,0.0,0.125,0.125,0.6875,32.97,32.5,33.4,61.04,59.2,62.4,106.7,122.2,29.6,34.7,28.9,2,1984,0.13333333333333333,1,0.9659258262890683,-0.25881904510252063,14,CRYING,3
synthetic_003293,ESP32_GREENHOUSE_01,2026-04-02 03:26:00+00:00,3,26,122.2,404.9,103.0,282.7,0.301059374230106,1,7,4,3,15,0.0625,0.4375,0.25,0.1875,31.38,30.9,31.6,59.54,58.9,59.9,29.4,20.0,58.0,56.3,57.4,2,95,0.125,1,0.7071067811865476,0.7071067811865476,15,LIGHT_ACTIVITY,1
synthetic_008052,ESP32_GREENHOUSE_01,2026-04-03 19:05:30+00:00,19,5,401.8,957.5,302.6,555.7,0.4191966614501826,0,0,1,14,15,0.0,0.0,0.0625,0.875,31.38,30.9,31.8,54.49,53.0,55.0,248.7,245.6,49.8,53.7,49.6,1,1269,0.06666666666666667,1,-0.9659258262890684,0.2588190451025203,14,CRYING,3
synthetic_008043,ESP32_GREENHOUSE_01,2026-04-03 19:01:00+00:00,19,1,285.1,738.0,259.7,452.9,0.3857916102841678,2,0,1,12,15,0.125,0.0,0.0625,0.75,31.19,30.6,31.6,55.33,55.2,55.6,261.5,275.6,54.4,54.7,54.2,3,291,0.1875,1,-0.9659258262890684,0.2588190451025203,15,CRYING,3
synthetic_005307,ESP32_GREENHOUSE_01,2026-04-02 20:13:00+00:00,20,13,116.1,613.2,221.3,497.1,0.1890263757733637,2,0,3,10,15,0.125,0.0,0.1875,0.625,31.63,31.2,32.1,56.7,55.6,58.4,222.0,209.6,57.6,53.5,58.7,0,611,0.0,0,-0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_009915,ESP32_GREENHOUSE_01,2026-04-04 10:37:00+00:00,10,37,421.0,534.8,570.1,113.79999999999995,0.7857409481149683,5,2,0,8,15,0.3125,0.125,0.0,0.5,34.03,33.6,34.5,53.16,52.8,54.1,258.3,269.0,47.3,40.3,46.6,0,1631,0.0,0,0.49999999999999994,-0.8660254037844387,13,CRYING,3
synthetic_004285,ESP32_GREENHOUSE_01,2026-04-02 11:42:00+00:00,11,42,75.8,334.1,32.7,258.3,0.22620113398985375,1,12,1,1,15,0.0625,0.75,0.0625,0.0625,33.44,33.1,33.7,53.75,52.2,54.4,346.5,354.6,59.3,60.5,59.7,2,1707,0.13333333333333333,1,0.258819045102521,-0.9659258262890682,14,LIGHT_ACTIVITY,1
synthetic_007095,ESP32_GREENHOUSE_01,2026-04-03 11:07:00+00:00,11,7,241.5,372.9,298.2,131.39999999999998,0.6458946242310779,1,0,13,1,15,0.0625,0.0,0.8125,0.0625,34.04,33.8,34.2,56.73,56.5,57.6,356.6,358.4,48.1,44.8,51.4,0,6190,0.0,0,0.258819045102521,-0.9659258262890682,15,RESTLESS,2
synthetic_002729,ESP32_GREENHOUSE_01,2026-04-01 22:44:00+00:00,22,44,205.4,235.8,205.7,30.400000000000006,0.8673986486486487,0,14,0,1,15,0.0,0.875,0.0,0.0625,30.68,30.3,31.1,59.96,58.9,61.0,40.8,26.7,54.5,56.9,55.8,0,14,0.0,0,-0.5000000000000004,0.8660254037844384,15,LIGHT_ACTIVITY,1
synthetic_006391,ESP32_GREENHOUSE_01,2026-04-03 05:15:00+00:00,5,15,72.9,163.0,5.0,90.1,0.4445121951219513,2,3,8,2,15,0.125,0.1875,0.5,0.125,32.6,32.2,32.9,59.94,58.1,60.4,7.1,0.0,56.8,58.6,55.9,1,3791,0.0625,1,0.9659258262890683,0.25881904510252074,15,RESTLESS,2
synthetic_004684,ESP32_GREENHOUSE_01,2026-04-02 15:01:30+00:00,15,1,110.6,230.4,95.5,119.80000000000001,0.4779602420051858,3,7,2,3,15,0.1875,0.4375,0.125,0.1875,32.84,32.3,33.3,57.26,56.5,58.5,388.0,370.1,55.3,55.9,56.1,3,2028,0.1875,1,-0.7071067811865471,-0.7071067811865479,15,LIGHT_ACTIVITY,1
synthetic_009842,ESP32_GREENHOUSE_01,2026-04-04 10:00:30+00:00,10,0,494.7,494.7,555.1,0.0,0.9979826507968529,0,0,2,13,15,0.0,0.0,0.125,0.8125,33.5,33.3,33.9,57.55,56.0,59.1,316.0,319.9,43.4,37.4,40.9,2,323,0.13333333333333333,1,0.49999999999999994,-0.8660254037844387,14,CRYING,3
synthetic_000515,ESP32_GREENHOUSE_01,2026-04-01 04:17:00+00:00,4,17,97.6,97.6,70.4,0.0,0.9898580121703854,7,1,5,2,15,0.4375,0.0625,0.3125,0.125,31.19,30.8,31.7,58.66,57.0,59.0,61.2,62.9,57.2,61.7,59.4,1,273,0.0625,1,0.8660254037844386,0.5000000000000001,15,QUIET,0
synthetic_005092,ESP32_GREENHOUSE_01,2026-04-02 18:25:30+00:00,18,25,220.7,425.4,241.1,204.7,0.5175891181988743,0,0,14,1,15,0.0,0.0,0.875,0.0625,33.37,33.0,33.8,52.76,50.9,54.6,332.0,352.0,53.2,56.9,54.6,2,1597,0.13333333333333333,1,-1.0,-1.8369701987210297e-16,14,RESTLESS,2
synthetic_003325,ESP32_GREENHOUSE_01,2026-04-02 03:42:00+00:00,3,42,5.0,277.1,25.0,272.1,0.017979144192736423,4,8,2,1,15,0.25,0.5,0.125,0.0625,31.26,31.0,31.7,60.1,59.9,60.4,12.6,15.4,64.0,62.5,62.0,0,2281,0.0,0,0.7071067811865476,0.7071067811865476,15,LIGHT_ACTIVITY,1
synthetic_000236,ESP32_GREENHOUSE_01,2026-04-01 01:57:30+00:00,1,57,13.8,132.0,17.6,118.2,0.1037593984962406,13,2,0,0,15,0.8125,0.125,0.0,0.0,31.58,31.2,31.9,55.01,54.5,56.5,46.3,55.8,60.9,65.0,63.9,1,159,0.06666666666666667,1,0.25881904510252074,0.9659258262890683,14,QUIET,0
synthetic_007562,ESP32_GREENHOUSE_01,2026-04-03 15:00:30+00:00,15,0,586.2,586.2,522.4,0.0,0.9982970027247956,0,1,0,14,15,0.0,0.0625,0.0,0.875,33.29,33.1,33.5,53.73,53.3,55.2,443.3,423.0,38.1,42.3,39.7,0,841,0.0,0,-0.7071067811865471,-0.7071067811865479,14,CRYING,3
synthetic_002853,ESP32_GREENHOUSE_01,2026-04-01 23:46:00+00:00,23,46,164.7,164.7,138.9,0.0,0.9939649969824985,1,10,2,2,15,0.0625,0.625,0.125,0.125,31.97,31.7,32.5,58.48,57.7,59.2,78.0,83.5,54.1,56.1,54.7,3,740,0.1875,1,-0.25881904510252157,0.9659258262890681,15,LIGHT_ACTIVITY,1
synthetic_007923,ESP32_GREENHOUSE_01,2026-04-03 18:01:00+00:00,18,1,345.0,456.4,571.3,111.39999999999998,0.7542632269348492,1,4,2,8,15,0.0625,0.25,0.125,0.5,32.37,31.8,32.9,51.06,50.9,52.6,362.0,333.7,51.3,42.5,51.2,1,584,0.0625,1,-1.0,-1.8369701987210297e-16,15,CRYING,3
synthetic_009197,ESP32_GREENHOUSE_01,2026-04-04 04:38:00+00:00,4,38,316.0,923.4,370.5,607.4,0.341843357853743,2,2,4,7,15,0.125,0.125,0.25,0.4375,31.96,31.6,32.3,58.28,57.2,60.3,22.6,0.0,51.5,47.5,49.0,0,1913,0.0,0,0.8660254037844386,0.5000000000000001,15,CRYING,3
synthetic_005907,ESP32_GREENHOUSE_01,2026-04-03 01:13:00+00:00,1,13,49.0,580.4,41.4,531.4,0.08427932576539388,2,3,10,0,15,0.125,0.1875,0.625,0.0,32.39,31.8,32.6,54.1,53.8,55.7,78.7,83.2,59.4,63.0,60.8,4,1682,0.26666666666666666,1,0.25881904510252074,0.9659258262890683,14,RESTLESS,2
synthetic_002600,ESP32_GREENHOUSE_01,2026-04-01 21:39:30+00:00,21,39,126.9,289.8,105.9,162.9,0.43638239339752405,2,10,2,1,15,0.125,0.625,0.125,0.0625,31.39,30.9,31.6,54.83,54.2,56.5,59.9,48.1,60.6,59.8,60.1,3,2273,0.1875,1,-0.7071067811865477,0.7071067811865474,15,LIGHT_ACTIVITY,1
synthetic_004570,ESP32_GREENHOUSE_01,2026-04-02 14:04:30+00:00,14,4,148.8,313.8,144.1,165.0,0.4726810673443456,2,12,1,0,15,0.125,0.75,0.0625,0.0,33.17,33.1,33.5,51.16,51.1,51.6,379.8,388.8,60.4,53.2,58.5,2,376,0.125,1,-0.4999999999999997,-0.8660254037844388,15,LIGHT_ACTIVITY,1
synthetic_003566,ESP32_GREENHOUSE_01,2026-04-02 05:42:30+00:00,5,42,65.3,228.5,7.1,163.2,0.2845315904139433,1,9,2,3,15,0.0625,0.5625,0.125,0.1875,32.14,32.0,32.4,59.8,58.5,61.8,64.6,51.1,58.1,59.4,57.3,3,382,0.1875,1,0.9659258262890683,0.25881904510252074,15,LIGHT_ACTIVITY,1
synthetic_009920,ESP32_GREENHOUSE_01,2026-04-04 10:39:30+00:00,10,39,439.6,578.7,178.4,139.10000000000002,0.7583232706572365,0,3,2,10,15,0.0,0.1875,0.125,0.625,32.58,32.2,32.7,53.92,53.4,55.5,265.9,243.5,45.9,57.4,45.4,2,474,0.13333333333333333,1,0.49999999999999994,-0.8660254037844387,14,CRYING,3
synthetic_002525,ESP32_GREENHOUSE_01,2026-04-01 21:02:00+00:00,21,2,70.5,199.2,148.7,128.7,0.35214785214785216,0,13,2,0,15,0.0,0.8125,0.125,0.0,31.99,31.5,32.2,56.22,54.7,58.2,142.1,133.4,61.7,56.5,59.8,0,1331,0.0,0,-0.7071067811865477,0.7071067811865474,14,LIGHT_ACTIVITY,1
synthetic_007235,ESP32_GREENHOUSE_01,2026-04-03 12:17:00+00:00,12,17,108.2,485.6,105.8,377.40000000000003,0.22235922729140978,3,2,9,1,15,0.1875,0.125,0.5625,0.0625,33.07,33.0,33.2,56.15,55.4,57.0,419.5,414.0,55.6,57.8,56.9,3,2274,0.21428571428571427,1,1.2246467991473532e-16,-1.0,13,RESTLESS,2
synthetic_009016,ESP32_GREENHOUSE_01,2026-04-04 03:07:30+00:00,3,7,531.4,1021.0,594.5,489.6,0.5199608610567514,2,4,1,8,15,0.125,0.25,0.0625,0.5,32.02,31.4,32.3,58.72,57.8,59.8,20.9,44.6,43.4,39.0,40.1,2,1931,0.13333333333333333,1,0.7071067811865476,0.7071067811865476,14,CRYING,3
synthetic_003179,ESP32_GREENHOUSE_01,2026-04-02 02:29:00+00:00,2,29,127.6,206.3,124.9,78.70000000000002,0.6155330438977327,2,7,1,5,15,0.125,0.4375,0.0625,0.3125,31.22,30.7,31.3,57.85,57.5,59.0,31.5,27.0,59.7,59.5,58.7,0,2967,0.0,0,0.49999999999999994,0.8660254037844387,15,LIGHT_ACTIVITY,1
synthetic_003545,ESP32_GREENHOUSE_01,2026-04-02 05:32:00+00:00,5,32,103.9,202.9,112.7,99.0,0.5095635115252575,3,11,0,1,15,0.1875,0.6875,0.0,0.0625,32.8,32.4,33.4,57.58,56.1,57.7,25.3,33.5,56.5,57.6,56.2,2,4543,0.13333333333333333,1,0.9659258262890683,0.25881904510252074,14,LIGHT_ACTIVITY,1
synthetic_003547,ESP32_GREENHOUSE_01,2026-04-02 05:33:00+00:00,5,33,48.7,167.2,31.5,118.49999999999999,0.28953626634958385,1,12,1,1,15,0.0625,0.75,0.0625,0.0625,31.53,31.4,31.9,57.13,56.3,58.9,16.7,24.7,62.9,65.7,61.4,1,925,0.0625,1,0.9659258262890683,0.25881904510252074,15,LIGHT_ACTIVITY,1
synthetic_001133,ESP32_GREENHOUSE_01,2026-04-01 09:26:00+00:00,9,26,43.7,63.3,33.4,19.599999999999994,0.6796267496111976,9,2,2,2,15,0.5625,0.125,0.125,0.125,33.81,33.4,34.2,52.51,51.7,53.0,262.6,272.0,60.6,63.7,61.7,1,234,0.06666666666666667,1,0.7071067811865476,-0.7071067811865475,14,QUIET,0
synthetic_006866,ESP32_GREENHOUSE_01,2026-04-03 09:12:30+00:00,9,12,141.1,355.8,140.7,214.70000000000002,0.39545964125560534,0,0,14,1,15,0.0,0.0,0.875,0.0625,33.76,33.6,33.9,60.03,59.8,61.9,249.8,268.7,54.6,54.6,53.2,0,4886,0.0,0,0.7071067811865476,-0.7071067811865475,14,RESTLESS,2
synthetic_009394,ESP32_GREENHOUSE_01,2026-04-04 06:16:30+00:00,6,16,289.2,659.4,58.3,370.2,0.43791641429436706,0,1,3,11,15,0.0,0.0625,0.1875,0.6875,31.94,31.5,32.4,56.13,54.4,56.3,29.6,46.3,51.5,61.3,51.4,0,1843,0.0,0,1.0,6.123233995736766e-17,15,CRYING,3
synthetic_002173,ESP32_GREENHOUSE_01,2026-04-01 18:06:00+00:00,18,6,32.5,73.7,52.6,41.2,0.43507362784471215,10,0,4,1,15,0.625,0.0,0.25,0.0625,32.43,31.9,32.8,55.85,55.8,56.9,257.7,258.8,58.2,59.5,60.3,0,120,0.0,0,-1.0,-1.8369701987210297e-16,14,QUIET,0
synthetic_007662,ESP32_GREENHOUSE_01,2026-04-03 15:50:30+00:00,15,50,283.4,619.8,331.8,336.4,0.4565077319587629,0,2,2,11,15,0.0,0.125,0.125,0.6875,32.94,32.7,33.3,52.96,51.7,54.0,409.4,406.3,50.9,52.7,52.1,3,24,0.21428571428571427,1,-0.7071067811865471,-0.7071067811865479,13,CRYING,3
synthetic_006547,ESP32_GREENHOUSE_01,2026-04-03 06:33:00+00:00,6,33,119.6,587.0,93.2,467.4,0.20340136054421767,1,0,0,14,15,0.0625,0.0,0.0,0.875,31.61,31.0,32.2,60.92,60.8,61.0,0.0,0.0,52.9,50.3,56.0,1,6990,0.0625,1,1.0,6.123233995736766e-17,15,RESTLESS,2
synthetic_006537,ESP32_GREENHOUSE_01,2026-04-03 06:28:00+00:00,6,28,246.3,579.7,194.9,333.40000000000003,0.4241432753573274,2,2,8,3,15,0.125,0.125,0.5,0.1875,31.61,31.2,31.8,58.61,56.8,59.9,55.9,55.4,48.1,48.1,52.5,4,5556,0.25,1,1.0,6.123233995736766e-17,15,LIGHT_ACTIVITY,1
synthetic_006083,ESP32_GREENHOUSE_01,2026-04-03 02:41:00+00:00,2,41,75.7,478.0,56.8,402.3,0.15803757828810022,1,0,14,0,15,0.0625,0.0,0.875,0.0,31.83,31.2,32.0,53.84,52.2,54.8,75.7,68.8,63.2,61.4,61.5,4,465,0.26666666666666666,1,0.49999999999999994,0.8660254037844387,14,RESTLESS,2
synthetic_003400,ESP32_GREENHOUSE_01,2026-04-02 04:19:30+00:00,4,19,61.5,321.1,47.4,259.6,0.19093449239366656,0,14,1,0,15,0.0,0.875,0.0625,0.0,31.42,31.2,31.7,58.9,58.5,59.5,49.8,23.9,59.2,59.9,60.1,2,1338,0.125,1,0.8660254037844386,0.5000000000000001,15,LIGHT_ACTIVITY,1
synthetic_008990,ESP32_GREENHOUSE_01,2026-04-04 02:54:30+00:00,2,54,761.1,761.1,878.8,0.0,0.998687836241963,2,1,0,12,15,0.125,0.0625,0.0,0.75,30.66,30.3,31.1,59.79,58.6,61.6,6.5,33.9,32.4,29.7,34.3,3,501,0.2,1,0.49999999999999994,0.8660254037844387,14,CRYING,3
synthetic_009506,ESP32_GREENHOUSE_01,2026-04-04 07:12:30+00:00,7,12,595.7,728.2,637.4,132.5,0.8169226549643445,4,4,0,7,15,0.25,0.25,0.0,0.4375,32.1,31.7,32.5,61.53,61.3,62.1,76.7,72.4,34.0,31.9,35.6,3,1398,0.1875,1,0.9659258262890683,-0.25881904510252063,15,CRYING,3
synthetic_009813,ESP32_GREENHOUSE_01,2026-04-04 09:46:00+00:00,9,46,11.6,955.2,5.0,943.6,0.01213135327337377,1,1,2,11,15,0.0625,0.0625,0.125,0.6875,34.04,33.5,34.5,53.84,53.8,55.4,277.7,287.9,62.2,63.3,62.1,0,1645,0.0,0,0.7071067811865476,-0.7071067811865475,14,CRYING,3
synthetic_006250,ESP32_GREENHOUSE_01,2026-04-03 04:04:30+00:00,4,4,231.6,364.9,515.8,133.29999999999998,0.6329598250888221,1,2,8,4,15,0.0625,0.125,0.5,0.25,30.91,30.4,31.4,61.87,61.3,62.7,52.0,55.3,53.7,40.6,53.0,0,494,0.0,0,0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_005319,ESP32_GREENHOUSE_01,2026-04-02 20:19:00+00:00,20,19,134.4,202.3,126.6,67.9,0.661091982292179,1,11,1,2,15,0.0625,0.6875,0.0625,0.125,31.44,31.2,32.0,59.21,59.0,61.0,98.9,94.4,55.4,60.8,57.0,3,1936,0.1875,1,-0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_006853,ESP32_GREENHOUSE_01,2026-04-03 09:06:00+00:00,9,6,260.2,537.5,288.6,277.3,0.4831940575673166,5,2,7,1,15,0.3125,0.125,0.4375,0.0625,33.04,32.8,33.4,56.12,55.3,56.9,236.4,266.2,44.1,46.1,51.0,4,6632,0.2857142857142857,1,0.7071067811865476,-0.7071067811865475,13,RESTLESS,2
synthetic_008715,ESP32_GREENHOUSE_01,2026-04-04 00:37:00+00:00,0,37,534.9,655.2,633.3,120.30000000000007,0.8151478207863455,1,1,0,13,15,0.0625,0.0625,0.0,0.8125,30.28,30.0,30.6,57.89,57.2,59.6,45.3,67.6,47.8,40.5,45.4,1,744,0.06666666666666667,1,0.0,1.0,14,CRYING,3
synthetic_006546,ESP32_GREENHOUSE_01,2026-04-03 06:32:30+00:00,6,32,139.8,512.4,181.7,372.59999999999997,0.27230229840280484,4,1,8,2,15,0.25,0.0625,0.5,0.125,33.06,32.9,33.4,57.6,56.2,58.9,54.1,68.1,58.8,51.6,54.8,2,3718,0.13333333333333333,1,1.0,6.123233995736766e-17,14,RESTLESS,2
synthetic_006920,ESP32_GREENHOUSE_01,2026-04-03 09:39:30+00:00,9,39,15.2,694.5,5.0,679.3,0.021854780733285405,0,0,14,1,15,0.0,0.0,0.875,0.0625,33.43,33.1,33.6,56.03,55.2,57.8,239.4,233.0,61.5,60.8,60.6,2,4062,0.14285714285714285,1,0.7071067811865476,-0.7071067811865475,13,RESTLESS,2
synthetic_009721,ESP32_GREENHOUSE_01,2026-04-04 09:00:00+00:00,9,0,680.8,1020.8,682.2,340.0,0.6662752006263456,3,1,2,9,15,0.1875,0.0625,0.125,0.5625,33.73,33.5,34.0,58.6,56.7,59.9,269.3,272.8,30.8,34.9,33.0,0,1232,0.0,0,0.7071067811865476,-0.7071067811865475,15,CRYING,3
synthetic_008514,ESP32_GREENHOUSE_01,2026-04-03 22:56:30+00:00,22,56,433.1,503.4,242.9,70.29999999999995,0.8586439333862015,0,0,1,14,15,0.0,0.0,0.0625,0.875,31.93,31.5,32.2,58.79,58.8,60.3,79.6,81.2,44.1,52.2,44.2,2,1458,0.125,1,-0.5000000000000004,0.8660254037844384,15,CRYING,3
synthetic_003339,ESP32_GREENHOUSE_01,2026-04-02 03:49:00+00:00,3,49,137.0,453.1,110.9,316.1,0.30169566174851353,2,12,0,1,15,0.125,0.75,0.0,0.0625,32.18,31.7,32.4,59.5,58.7,60.1,76.7,66.6,56.6,53.7,54.6,0,79,0.0,0,0.7071067811865476,0.7071067811865476,15,LIGHT_ACTIVITY,1
synthetic_002370,ESP32_GREENHOUSE_01,2026-04-01 19:44:30+00:00,19,44,10.8,109.5,5.0,98.7,0.09773755656108597,12,0,2,1,15,0.75,0.0,0.125,0.0625,32.52,32.0,32.7,54.05,52.2,55.5,194.6,197.8,63.6,60.8,62.0,0,219,0.0,0,-0.9659258262890684,0.2588190451025203,15,QUIET,0
synthetic_000943,ESP32_GREENHOUSE_01,2026-04-01 07:51:00+00:00,7,51,75.9,75.9,91.7,0.0,0.9869960988296489,9,0,3,3,15,0.5625,0.0,0.1875,0.1875,32.34,32.1,32.4,54.69,54.7,55.3,0.0,10.7,57.8,60.3,59.5,1,100,0.0625,1,0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_004334,ESP32_GREENHOUSE_01,2026-04-02 12:06:30+00:00,12,6,134.3,184.5,288.4,50.19999999999999,0.723989218328841,3,7,1,4,15,0.1875,0.4375,0.0625,0.25,33.74,33.5,33.9,52.7,52.5,53.6,408.7,397.3,59.4,53.3,58.1,3,2155,0.1875,1,1.2246467991473532e-16,-1.0,15,LIGHT_ACTIVITY,1
synthetic_006110,ESP32_GREENHOUSE_01,2026-04-03 02:54:30+00:00,2,54,671.9,709.0,593.6,37.10000000000002,0.946338028169014,0,1,12,2,15,0.0,0.0625,0.75,0.125,31.52,31.2,31.8,57.08,56.9,57.5,74.7,79.0,35.9,41.6,37.0,2,2521,0.125,1,0.49999999999999994,0.8660254037844387,15,RESTLESS,2
synthetic_004474,ESP32_GREENHOUSE_01,2026-04-02 13:16:30+00:00,13,16,88.1,292.8,75.8,204.70000000000002,0.29986385296119805,2,10,1,2,15,0.125,0.625,0.0625,0.125,33.43,33.0,33.6,55.01,54.1,56.1,377.6,391.9,56.5,57.4,58.4,0,365,0.0,0,-0.2588190451025208,-0.9659258262890683,15,LIGHT_ACTIVITY,1
synthetic_001056,ESP32_GREENHOUSE_01,2026-04-01 08:47:30+00:00,8,47,5.0,29.9,15.6,24.9,0.16181229773462785,13,0,1,1,15,0.8125,0.0,0.0625,0.0625,33.17,32.9,33.4,58.65,58.3,60.2,186.9,191.2,60.7,58.7,59.4,1,401,0.0625,1,0.8660254037844387,-0.4999999999999998,15,QUIET,0
synthetic_008746,ESP32_GREENHOUSE_01,2026-04-04 00:52:30+00:00,0,52,260.0,675.2,155.2,415.20000000000005,0.38450162673765154,2,0,12,1,15,0.125,0.0,0.75,0.0625,31.0,30.7,31.6,58.45,58.1,60.1,31.3,38.9,54.4,57.7,53.8,0,1198,0.0,0,0.0,1.0,13,CRYING,3
synthetic_001995,ESP32_GREENHOUSE_01,2026-04-01 16:37:00+00:00,16,37,19.0,138.4,34.8,119.4,0.13629842180774748,9,2,2,2,15,0.5625,0.125,0.125,0.125,32.5,32.1,32.7,54.65,54.1,54.9,440.2,441.0,62.4,62.7,61.4,1,297,0.06666666666666667,1,-0.8660254037844385,-0.5000000000000004,14,QUIET,0
synthetic_006381,ESP32_GREENHOUSE_01,2026-04-03 05:10:00+00:00,5,10,163.6,316.0,136.9,152.4,0.5160883280757098,2,2,8,3,15,0.125,0.125,0.5,0.1875,31.59,31.3,31.8,59.83,59.7,60.2,78.7,98.3,52.5,57.6,55.0,1,1593,0.06666666666666667,1,0.9659258262890683,0.25881904510252074,14,LIGHT_ACTIVITY,1
synthetic_009464,ESP32_GREENHOUSE_01,2026-04-04 06:51:30+00:00,6,51,286.3,771.0,377.3,484.7,0.3708549222797928,1,1,1,12,15,0.0625,0.0625,0.0625,0.75,32.52,32.0,33.0,57.27,56.6,58.2,0.0,9.1,50.9,46.6,49.3,2,284,0.125,1,1.0,6.123233995736766e-17,15,CRYING,3
synthetic_003480,ESP32_GREENHOUSE_01,2026-04-02 04:59:30+00:00,4,59,55.8,238.0,119.1,182.2,0.23347280334728032,2,9,2,2,15,0.125,0.5625,0.125,0.125,31.47,31.0,32.1,62.28,61.1,63.2,70.6,76.6,56.4,56.1,58.0,3,919,0.2,1,0.8660254037844386,0.5000000000000001,14,LIGHT_ACTIVITY,1
synthetic_009313,ESP32_GREENHOUSE_01,2026-04-04 05:36:00+00:00,5,36,598.7,744.9,722.6,146.19999999999993,0.8026545113285964,0,0,1,14,15,0.0,0.0,0.0625,0.875,32.27,32.1,32.6,57.35,55.7,58.8,34.0,8.6,37.0,33.7,37.6,1,1549,0.0625,1,0.9659258262890683,0.25881904510252074,15,CRYING,3
synthetic_008854,ESP32_GREENHOUSE_01,2026-04-04 01:46:30+00:00,1,46,738.6,738.6,705.2,0.0,0.9986479177934018,3,1,4,7,15,0.1875,0.0625,0.25,0.4375,30.86,30.3,31.2,56.63,56.6,57.3,55.6,61.6,36.1,37.7,36.6,3,622,0.2,1,0.25881904510252074,0.9659258262890683,14,CRYING,3
synthetic_006685,ESP32_GREENHOUSE_01,2026-04-03 07:42:00+00:00,7,42,220.7,400.4,281.9,179.7,0.549825610363727,1,1,9,4,15,0.0625,0.0625,0.5625,0.25,32.17,31.9,32.7,57.87,56.2,58.7,32.7,45.1,49.9,50.5,52.4,2,4427,0.13333333333333333,1,0.9659258262890683,-0.25881904510252063,14,RESTLESS,2
synthetic_006085,ESP32_GREENHOUSE_01,2026-04-03 02:42:00+00:00,2,42,257.9,340.1,219.1,82.20000000000005,0.7560832600410435,3,0,12,0,15,0.1875,0.0,0.75,0.0,31.53,31.3,31.6,57.23,56.5,58.9,17.3,5.7,56.2,53.0,53.1,1,2344,0.06666666666666667,1,0.49999999999999994,0.8660254037844387,14,RESTLESS,2
synthetic_000348,ESP32_GREENHOUSE_01,2026-04-01 02:53:30+00:00,2,53,50.9,92.6,7.2,41.699999999999996,0.5438034188034189,12,0,1,2,15,0.75,0.0,0.0625,0.125,31.72,31.4,32.1,63.56,63.4,63.7,47.3,37.6,58.6,58.3,56.7,1,411,0.06666666666666667,1,0.49999999999999994,0.8660254037844387,14,QUIET,0
synthetic_007848,ESP32_GREENHOUSE_01,2026-04-03 17:23:30+00:00,17,23,451.6,497.7,438.3,46.099999999999966,0.9055544415480249,1,1,1,12,15,0.0625,0.0625,0.0625,0.75,32.59,32.2,33.0,57.84,57.7,58.8,365.9,375.3,40.7,43.1,42.4,3,1368,0.21428571428571427,1,-0.9659258262890683,-0.25881904510252063,13,CRYING,3
synthetic_004099,ESP32_GREENHOUSE_01,2026-04-02 10:09:00+00:00,10,9,211.5,211.5,219.9,0.0,0.9952941176470588,2,11,1,1,15,0.125,0.6875,0.0625,0.0625,32.93,32.4,33.2,55.62,54.5,57.6,322.3,336.9,55.0,52.0,53.2,0,2541,0.0,0,0.49999999999999994,-0.8660254037844387,14,LIGHT_ACTIVITY,1
synthetic_002084,ESP32_GREENHOUSE_01,2026-04-01 17:21:30+00:00,17,21,16.2,173.1,18.4,156.9,0.09304997128087306,7,2,2,4,15,0.4375,0.125,0.125,0.25,33.16,32.9,33.3,54.8,54.6,55.9,275.0,264.4,62.3,59.5,61.4,0,51,0.0,0,-0.9659258262890683,-0.25881904510252063,15,QUIET,0
